# screening: M_eff, kappa = 0.500
# MC samples, -10000000
#
# Columns: T/lambda, eta/T^3, {lower, upper, omni}
1.0000    6.754765e+00    6.754765e+00    6.754765e+00    6.754765e+00
1.2759    8.142200e+00    8.142200e+00    8.142200e+00    8.142200e+00
1.5517    9.525429e+00    9.525429e+00    9.525429e+00    9.525429e+00
1.8276    1.085343e+01    1.085343e+01    1.085343e+01    1.085343e+01
2.1034    1.210263e+01    1.210263e+01    1.210263e+01    1.210263e+01
2.3793    1.327275e+01    1.327275e+01    1.327275e+01    1.327275e+01
2.6552    1.436633e+01    1.436633e+01    1.436633e+01    1.436633e+01
2.9310    1.539090e+01    1.539090e+01    1.539090e+01    1.539090e+01
3.2069    1.635223e+01    1.635223e+01    1.635223e+01    1.635223e+01
3.4828    1.725715e+01    1.725715e+01    1.725715e+01    1.725715e+01
3.7586    1.811115e+01    1.811115e+01    1.811115e+01    1.811115e+01
4.0345    1.891952e+01    1.891952e+01    1.891952e+01    1.891952e+01
4.3103    1.968667e+01    1.968667e+01    1.968667e+01    1.968667e+01
4.5862    2.041590e+01    2.041590e+01    2.041590e+01    2.041590e+01
4.8621    2.111173e+01    2.111173e+01    2.111173e+01    2.111173e+01
5.1379    2.177684e+01    2.177684e+01    2.177684e+01    2.177684e+01
5.4138    2.241353e+01    2.241353e+01    2.241353e+01    2.241353e+01
5.6897    2.302424e+01    2.302424e+01    2.302424e+01    2.302424e+01
5.9655    2.361109e+01    2.361109e+01    2.361109e+01    2.361109e+01
6.2414    2.417536e+01    2.417536e+01    2.417536e+01    2.417536e+01
6.5172    2.471956e+01    2.471956e+01    2.471956e+01    2.471956e+01
6.7931    2.524484e+01    2.524484e+01    2.524484e+01    2.524484e+01
7.0690    2.575248e+01    2.575248e+01    2.575248e+01    2.575248e+01
7.3448    2.624280e+01    2.624280e+01    2.624280e+01    2.624280e+01
7.6207    2.671915e+01    2.671915e+01    2.671915e+01    2.671915e+01
7.8966    2.718090e+01    2.718090e+01    2.718090e+01    2.718090e+01
8.1724    2.762866e+01    2.762866e+01    2.762866e+01    2.762866e+01
8.4483    2.806389e+01    2.806389e+01    2.806389e+01    2.806389e+01
8.7241    2.848634e+01    2.848634e+01    2.848634e+01    2.848634e+01
9.0000    2.889908e+01    2.889908e+01    2.889908e+01    2.889908e+01
