# screening: M_eff, kappa = 0.500
# MC samples, -10000000
#
# Columns: T/lambda, eta/T^3, {lower, upper, omni}
1.0000    7.243121e+00    7.243121e+00    7.243121e+00    7.243121e+00
1.2759    8.774200e+00    8.774200e+00    8.774200e+00    8.774200e+00
1.5517    1.028014e+01    1.028014e+01    1.028014e+01    1.028014e+01
1.8276    1.170709e+01    1.170709e+01    1.170709e+01    1.170709e+01
2.1034    1.304146e+01    1.304146e+01    1.304146e+01    1.304146e+01
2.3793    1.428453e+01    1.428453e+01    1.428453e+01    1.428453e+01
2.6552    1.544169e+01    1.544169e+01    1.544169e+01    1.544169e+01
2.9310    1.652165e+01    1.652165e+01    1.652165e+01    1.652165e+01
3.2069    1.753269e+01    1.753269e+01    1.753269e+01    1.753269e+01
3.4828    1.848236e+01    1.848236e+01    1.848236e+01    1.848236e+01
3.7586    1.937715e+01    1.937715e+01    1.937715e+01    1.937715e+01
4.0345    2.022248e+01    2.022248e+01    2.022248e+01    2.022248e+01
4.3103    2.102354e+01    2.102354e+01    2.102354e+01    2.102354e+01
4.5862    2.178444e+01    2.178444e+01    2.178444e+01    2.178444e+01
4.8621    2.251053e+01    2.251053e+01    2.251053e+01    2.251053e+01
5.1379    2.320276e+01    2.320276e+01    2.320276e+01    2.320276e+01
5.4138    2.386481e+01    2.386481e+01    2.386481e+01    2.386481e+01
5.6897    2.450002e+01    2.450002e+01    2.450002e+01    2.450002e+01
5.9655    2.510960e+01    2.510960e+01    2.510960e+01    2.510960e+01
6.2414    2.569621e+01    2.569621e+01    2.569621e+01    2.569621e+01
6.5172    2.626170e+01    2.626170e+01    2.626170e+01    2.626170e+01
6.7931    2.680664e+01    2.680664e+01    2.680664e+01    2.680664e+01
7.0690    2.733245e+01    2.733245e+01    2.733245e+01    2.733245e+01
7.3448    2.784136e+01    2.784136e+01    2.784136e+01    2.784136e+01
7.6207    2.833371e+01    2.833371e+01    2.833371e+01    2.833371e+01
7.8966    2.881206e+01    2.881206e+01    2.881206e+01    2.881206e+01
8.1724    2.927585e+01    2.927585e+01    2.927585e+01    2.927585e+01
8.4483    2.972613e+01    2.972613e+01    2.972613e+01    2.972613e+01
8.7241    3.016396e+01    3.016396e+01    3.016396e+01    3.016396e+01
9.0000    3.058944e+01    3.058944e+01    3.058944e+01    3.058944e+01
