# screening: M_eff, kappa = 0.500
# MC samples, -1000000
#
# Columns: T/lambda, eta/T^3, {lower, upper, omni}
0.8000    2.131594e+00    2.131594e+00    2.131594e+00    2.131594e+00
1.2316    3.018951e+00    3.018951e+00    3.018951e+00    3.018951e+00
1.6632    3.668521e+00    3.668521e+00    3.668521e+00    3.668521e+00
2.0947    4.194051e+00    4.194051e+00    4.194051e+00    4.194051e+00
2.5263    4.651936e+00    4.651936e+00    4.651936e+00    4.651936e+00
2.9579    5.063858e+00    5.063858e+00    5.063858e+00    5.063858e+00
3.3895    5.440159e+00    5.440159e+00    5.440159e+00    5.440159e+00
3.8211    5.786558e+00    5.786558e+00    5.786558e+00    5.786558e+00
4.2526    6.108060e+00    6.108060e+00    6.108060e+00    6.108060e+00
4.6842    6.400931e+00    6.400931e+00    6.400931e+00    6.400931e+00
5.1158    6.696178e+00    6.696178e+00    6.696178e+00    6.696178e+00
5.5474    6.964794e+00    6.964794e+00    6.964794e+00    6.964794e+00
5.9789    7.222596e+00    7.222596e+00    7.222596e+00    7.222596e+00
6.4105    7.466012e+00    7.466012e+00    7.466012e+00    7.466012e+00
6.8421    7.696140e+00    7.696140e+00    7.696140e+00    7.696140e+00
7.2737    7.917683e+00    7.917683e+00    7.917683e+00    7.917683e+00
7.7053    8.128437e+00    8.128437e+00    8.128437e+00    8.128437e+00
8.1368    8.331564e+00    8.331564e+00    8.331564e+00    8.331564e+00
8.5684    8.525463e+00    8.525463e+00    8.525463e+00    8.525463e+00
9.0000    8.719728e+00    8.719728e+00    8.719728e+00    8.719728e+00
