# screening: M_eff, kappa = 0.250
# MC samples, -100000
#
# Columns: g, eta/T^3, {lower, upper, omni} 
0.0010    2.118807e+13    2.118807e+13    2.118807e+13    2.118807e+13
0.0016    2.970244e+12    2.970244e+12    2.970244e+12    2.970244e+12
0.0027    4.199419e+11    4.199419e+11    4.199419e+11    4.199419e+11
0.0044    6.022010e+10    6.022010e+10    6.022010e+10    6.022010e+10
0.0072    8.799636e+09    8.799636e+09    8.799636e+09    8.799636e+09
0.0118    1.315024e+09    1.315024e+09    1.315024e+09    1.315024e+09
0.0193    2.003290e+08    2.003290e+08    2.003290e+08    2.003290e+08
0.0316    3.098400e+07    3.098400e+07    3.098400e+07    3.098400e+07
0.0518    4.872770e+06    4.872770e+06    4.872770e+06    4.872770e+06
0.0848    7.781589e+05    7.781589e+05    7.781589e+05    7.781589e+05
0.1389    1.273989e+05    1.273989e+05    1.273989e+05    1.273989e+05
0.2276    2.148426e+04    2.148426e+04    2.148426e+04    2.148426e+04
0.3728    3.727057e+03    3.727057e+03    3.727057e+03    3.727057e+03
0.6105    6.873235e+02    6.873235e+02    6.873235e+02    6.873235e+02
1.0000    1.353179e+02    1.353179e+02    1.353179e+02    1.353179e+02
