# screening: M_eff, kappa = 0.500
# MC samples, -100000
#
# Columns: g, eta/T^3, {lower, upper, omni} 
0.0010    5.906077e+13    5.906077e+13    5.906077e+13    5.906077e+13
0.0016    3.002441e+12    3.002441e+12    3.002441e+12    3.002441e+12
0.0027    4.286021e+11    4.286021e+11    4.286021e+11    4.286021e+11
0.0044    6.227428e+10    6.227428e+10    6.227428e+10    6.227428e+10
0.0072    9.239360e+09    9.239360e+09    9.239360e+09    9.239360e+09
0.0118    1.399609e+09    1.399609e+09    1.399609e+09    1.399609e+09
0.0193    2.158213e+08    2.158213e+08    2.158213e+08    2.158213e+08
0.0316    3.374050e+07    3.374050e+07    3.374050e+07    3.374050e+07
0.0518    5.366625e+06    5.366625e+06    5.366625e+06    5.366625e+06
0.0848    8.703790e+05    8.703790e+05    8.703790e+05    8.703790e+05
0.1389    1.455857e+05    1.455857e+05    1.455857e+05    1.455857e+05
0.2276    2.498164e+04    2.498164e+04    2.498164e+04    2.498164e+04
0.3728    4.513457e+03    4.513457e+03    4.513457e+03    4.513457e+03
0.6105    1.936107e+03    1.936107e+03    1.936107e+03    1.936107e+03
1.0000    1.828269e+02    1.828269e+02    1.828269e+02    1.828269e+02
